[REQUEST] [2025-07-02 01:04:56:224] [api.js]: 
                                   [MODULE]       : Resume
                                   [SERVICE]      : APIQueryResume
                                   [ENDPOINT]     : api-get-cv
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-02 01:04:56:229] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-02 01:04:56:233] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-02 01:04:56:245] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-02 01:04:56:262] [PocketService.js]: Trigger : APIQueryResume
[INFO] [2025-07-02 01:05:01:669] [PocketService.js]: Trigger : FindIpContext
[ERROR] [2025-07-02 01:05:12:462] [FindIpContext.mjs]: No search result
undefined
[ERROR] [2025-07-02 01:05:25:989] [APIQueryResume.mjs]: APIQueryResume servisinde hata meydana geldi."TypeError: Cannot read properties of undefined (reading 'entryCount')
undefined
[INFO] [2025-07-02 01:05:25:993] [PocketService.js]: Trigger : SaveApiLog
[INFO] [2025-07-15 21:28:31:776] [api.js]: - Test.mjs loading successfully
[INFO] [2025-07-15 21:28:31:778] [api.js]: - DashboardApi.mjs loading successfully
[INFO] [2025-07-15 21:28:31:780] [api.js]: - GetBatchInfo.mjs loading successfully
[INFO] [2025-07-15 21:28:31:781] [api.js]: - GetPocketLog.mjs loading successfully
[INFO] [2025-07-15 21:28:31:783] [api.js]: - LogProcess.mjs loading successfully
[INFO] [2025-07-15 21:28:31:786] [api.js]: - CheckOtpAndAccountActivate.mjs loading successfully
[INFO] [2025-07-15 21:28:31:787] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:28:31:789] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-15 21:28:31:791] [api.js]: - PasswordResetSendOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:792] [api.js]: - SaveUserService.mjs loading successfully
[INFO] [2025-07-15 21:28:31:793] [api.js]: - SignUpService.mjs loading successfully
[INFO] [2025-07-15 21:28:31:794] [api.js]: - UpdateUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:28:31:799] [api.js]: - CeyrekAltinBatch.mjs loading successfully
[INFO] [2025-07-15 21:28:31:800] [api.js]: - GetCurrencyWithName.mjs loading successfully
[INFO] [2025-07-15 21:28:31:801] [api.js]: - UpdateCurrency.mjs loading successfully
[INFO] [2025-07-15 21:28:31:803] [api.js]: - UpdateExchangeRate.mjs loading successfully
[INFO] [2025-07-15 21:28:31:806] [api.js]: - CheckOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:807] [api.js]: - CheckTOKEN.mjs loading successfully
[INFO] [2025-07-15 21:28:31:808] [api.js]: - GenerateOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:809] [api.js]: - GetOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:810] [api.js]: - GetTOKEN.mjs loading successfully
[INFO] [2025-07-15 21:28:31:812] [api.js]: - ITReportSender.mjs loading successfully
[INFO] [2025-07-15 21:28:31:815] [api.js]: - OTPMURAT.mjs loading successfully
[INFO] [2025-07-15 21:28:31:816] [api.js]: - SaveOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:817] [api.js]: - SendEmailActivation.mjs loading successfully
[INFO] [2025-07-15 21:28:31:818] [api.js]: - SendNotificationCode.mjs loading successfully
[INFO] [2025-07-15 21:28:31:819] [api.js]: - SendOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:821] [api.js]: - SendResumeMail.mjs loading successfully
[INFO] [2025-07-15 21:28:31:822] [api.js]: - SendResumeMailForSuspicious.mjs loading successfully
[INFO] [2025-07-15 21:28:31:825] [api.js]: - UpdateOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:827] [api.js]: - ValidateVerifyEmailToken.mjs loading successfully
[INFO] [2025-07-15 21:28:31:830] [api.js]: - ApiPocketLogin.mjs loading successfully
[INFO] [2025-07-15 21:28:31:832] [api.js]: - ApiPocketVerifyLoginOTP.mjs loading successfully
[INFO] [2025-07-15 21:28:31:833] [api.js]: - GetBatchJobs.mjs loading successfully
[INFO] [2025-07-15 21:28:31:834] [api.js]: - GetBatchJobWithParameter.mjs loading successfully
[INFO] [2025-07-15 21:28:31:835] [api.js]: - GetSecret.mjs loading successfully
[INFO] [2025-07-15 21:28:31:836] [api.js]: - PocketMailVerifyPage.mjs loading successfully
[INFO] [2025-07-15 21:28:31:837] [api.js]: - PocketVerifyMailToken.mjs loading successfully
[INFO] [2025-07-15 21:28:31:838] [api.js]: - SaveBatchJobs.mjs loading successfully
[INFO] [2025-07-15 21:28:31:839] [api.js]: - SaveServiceInfo.mjs loading successfully
[INFO] [2025-07-15 21:28:31:840] [api.js]: - UpdateBatchJob.mjs loading successfully
[INFO] [2025-07-15 21:28:31:841] [api.js]: - UserSearch.mjs loading successfully
[INFO] [2025-07-15 21:28:31:844] [api.js]: - AnalysisAndReportBatch.mjs loading successfully
[INFO] [2025-07-15 21:28:31:845] [api.js]: - APIQueryResume.mjs loading successfully
[INFO] [2025-07-15 21:28:31:846] [api.js]: - DecisionResumeEntry.mjs loading successfully
[INFO] [2025-07-15 21:28:31:848] [api.js]: - FindIpContext.mjs loading successfully
[INFO] [2025-07-15 21:28:31:849] [api.js]: - GetBatchCounter.mjs loading successfully
[INFO] [2025-07-15 21:28:31:850] [api.js]: - GetCounter.mjs loading successfully
[INFO] [2025-07-15 21:28:31:852] [api.js]: - GetResumeData.mjs loading successfully
[INFO] [2025-07-15 21:28:31:853] [api.js]: - QueryDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:28:31:854] [api.js]: - ReferenceVerifyPage.mjs loading successfully
[INFO] [2025-07-15 21:28:31:855] [api.js]: - SaveDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:28:31:856] [api.js]: - SaveMail.mjs loading successfully
[INFO] [2025-07-15 21:28:31:857] [api.js]: - SearchMail.mjs loading successfully
[INFO] [2025-07-15 21:28:31:858] [api.js]: - SendReferenceVerify.mjs loading successfully
[INFO] [2025-07-15 21:28:31:860] [api.js]: - UpdateBatchCounter.mjs loading successfully
[INFO] [2025-07-15 21:28:31:862] [api.js]: - UpdateCounter.mjs loading successfully
[INFO] [2025-07-15 21:28:31:863] [api.js]: - UpdateDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:28:31:864] [api.js]: - VerifyCaptcha.mjs loading successfully
[INFO] [2025-07-15 21:28:31:867] [api.js]: - GenerateToken.mjs loading successfully
[INFO] [2025-07-15 21:28:31:870] [api.js]: - GenerateUniqueID.mjs loading successfully
[INFO] [2025-07-15 21:28:31:871] [api.js]: - IpService.mjs loading successfully
[INFO] [2025-07-15 21:28:31:872] [api.js]: 
Success process: 67
Fail process: 0
Total Modules: 9
Total Service: 67

[INFO] [2025-07-15 21:28:31:874] [api.js]: 
Module and service static check has been completed successfully.

[INFO] [2025-07-15 21:28:31:959] [PocketService.js]: Trigger : SaveServerInfo
[INFO] [2025-07-15 21:28:31:963] [PocketService.js]: Trigger : GetServerInfo
[INFO] [2025-07-15 21:28:32:030] [unknown]: Server is started on port 3000
[REQUEST] [2025-07-15 21:28:46:801] [api.js]: 
                                   [MODULE]       : Pocket
                                   [SERVICE]      : ApiPocketLogout
                                   [ENDPOINT]     : api-adm-logout
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-15 21:28:46:815] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-15 21:28:46:822] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-15 21:28:46:844] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-15 21:28:46:867] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-15 21:28:52:539] [api.js]: 
                                   [MODULE]       : Pocket
                                   [SERVICE]      : ApiPocketLogin
                                   [ENDPOINT]     : api-adm-login
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-15 21:28:52:543] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-15 21:28:52:546] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-15 21:28:52:555] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-15 21:28:52:580] [PocketService.js]: Trigger : ApiPocketLogin
[INFO] [2025-07-15 21:28:52:596] [PocketService.js]: Trigger : UserSearch
[INFO] [2025-07-15 21:28:52:614] [unknown]: No valid token found for project [pocket-ui]. Generating a new one.
[INFO] [2025-07-15 21:28:52:663] [unknown]: ✅ New token [e9738e7e9d3eccb4065b3261120715ae] saved. Expires: 7/15/2025, 9:29:52 PM
[ERROR] [2025-07-15 21:28:52:665] [ApiPocketLogin.mjs]: ApiPocketLogin servisinde hata meydana geldi."ReferenceError: username is not defined
undefined
[INFO] [2025-07-15 21:28:52:667] [PocketService.js]: Trigger : SaveApiLog
[REQUEST] [2025-07-15 21:29:54:563] [api.js]: 
                                   [MODULE]       : Pocket
                                   [SERVICE]      : ApiPocketLogin
                                   [ENDPOINT]     : api-adm-login
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-15 21:29:54:566] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-15 21:29:54:569] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-15 21:29:54:574] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-15 21:29:54:578] [PocketService.js]: Trigger : ApiPocketLogin
[INFO] [2025-07-15 21:29:54:580] [PocketService.js]: Trigger : UserSearch
[INFO] [2025-07-15 21:29:54:591] [unknown]: No valid token found for project [pocket-ui]. Generating a new one.
[INFO] [2025-07-15 21:29:54:603] [unknown]: ✅ New token [1540c13bea532a6530eb63e4c04f350d] saved. Expires: 7/15/2025, 9:30:54 PM
[ERROR] [2025-07-15 21:29:54:605] [ApiPocketLogin.mjs]: ApiPocketLogin servisinde hata meydana geldi."ReferenceError: username is not defined
undefined
[INFO] [2025-07-15 21:29:54:607] [PocketService.js]: Trigger : SaveApiLog
[ERROR] [2025-07-15 21:30:00:278] [unknown]: SIGINT signal received. The application is shutting down.
Error
[INFO] [2025-07-15 21:30:01:880] [api.js]: - GetUserService.mjs loading successfully
[INFO] [2025-07-15 21:30:01:883] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:30:01:884] [api.js]: - GetUserWithUserId.mjs loading successfully
[INFO] [2025-07-15 21:30:01:885] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-15 21:30:01:886] [api.js]: - LogoutService.mjs loading successfully
[INFO] [2025-07-15 21:30:01:888] [api.js]: - Test.mjs loading successfully
[INFO] [2025-07-15 21:30:01:892] [api.js]: - DashboardApi.mjs loading successfully
[INFO] [2025-07-15 21:30:01:894] [api.js]: - GetBatchInfo.mjs loading successfully
[INFO] [2025-07-15 21:30:01:895] [api.js]: - GetPocketLog.mjs loading successfully
[INFO] [2025-07-15 21:30:01:897] [api.js]: - LogProcess.mjs loading successfully
[INFO] [2025-07-15 21:30:01:901] [api.js]: - CheckOtpAndAccountActivate.mjs loading successfully
[INFO] [2025-07-15 21:30:01:902] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:30:01:903] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-15 21:30:01:905] [api.js]: - PasswordResetSendOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:906] [api.js]: - SaveUserService.mjs loading successfully
[INFO] [2025-07-15 21:30:01:907] [api.js]: - SignUpService.mjs loading successfully
[INFO] [2025-07-15 21:30:01:908] [api.js]: - UpdateUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:30:01:912] [api.js]: - CeyrekAltinBatch.mjs loading successfully
[INFO] [2025-07-15 21:30:01:913] [api.js]: - GetCurrencyWithName.mjs loading successfully
[INFO] [2025-07-15 21:30:01:914] [api.js]: - UpdateCurrency.mjs loading successfully
[INFO] [2025-07-15 21:30:01:916] [api.js]: - UpdateExchangeRate.mjs loading successfully
[INFO] [2025-07-15 21:30:01:919] [api.js]: - CheckOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:920] [api.js]: - CheckTOKEN.mjs loading successfully
[INFO] [2025-07-15 21:30:01:922] [api.js]: - GenerateOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:923] [api.js]: - GetOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:924] [api.js]: - GetTOKEN.mjs loading successfully
[INFO] [2025-07-15 21:30:01:925] [api.js]: - ITReportSender.mjs loading successfully
[INFO] [2025-07-15 21:30:01:927] [api.js]: - OTPMURAT.mjs loading successfully
[INFO] [2025-07-15 21:30:01:928] [api.js]: - SaveOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:929] [api.js]: - SendEmailActivation.mjs loading successfully
[INFO] [2025-07-15 21:30:01:931] [api.js]: - SendNotificationCode.mjs loading successfully
[INFO] [2025-07-15 21:30:01:932] [api.js]: - SendOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:933] [api.js]: - SendResumeMail.mjs loading successfully
[INFO] [2025-07-15 21:30:01:935] [api.js]: - SendResumeMailForSuspicious.mjs loading successfully
[INFO] [2025-07-15 21:30:01:936] [api.js]: - UpdateOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:937] [api.js]: - ValidateVerifyEmailToken.mjs loading successfully
[INFO] [2025-07-15 21:30:01:939] [api.js]: - ApiPocketLogin.mjs loading successfully
[INFO] [2025-07-15 21:30:01:941] [api.js]: - ApiPocketVerifyLoginOTP.mjs loading successfully
[INFO] [2025-07-15 21:30:01:943] [api.js]: - GetBatchJobs.mjs loading successfully
[INFO] [2025-07-15 21:30:01:944] [api.js]: - GetBatchJobWithParameter.mjs loading successfully
[INFO] [2025-07-15 21:30:01:945] [api.js]: - GetSecret.mjs loading successfully
[INFO] [2025-07-15 21:30:01:946] [api.js]: - PocketMailVerifyPage.mjs loading successfully
[INFO] [2025-07-15 21:30:01:948] [api.js]: - PocketVerifyMailToken.mjs loading successfully
[INFO] [2025-07-15 21:30:01:950] [api.js]: - SaveBatchJobs.mjs loading successfully
[INFO] [2025-07-15 21:30:01:951] [api.js]: - SaveServiceInfo.mjs loading successfully
[INFO] [2025-07-15 21:30:01:952] [api.js]: - UpdateBatchJob.mjs loading successfully
[INFO] [2025-07-15 21:30:01:953] [api.js]: - UserSearch.mjs loading successfully
[INFO] [2025-07-15 21:30:01:956] [api.js]: - AnalysisAndReportBatch.mjs loading successfully
[INFO] [2025-07-15 21:30:01:957] [api.js]: - APIQueryResume.mjs loading successfully
[INFO] [2025-07-15 21:30:01:959] [api.js]: - DecisionResumeEntry.mjs loading successfully
[INFO] [2025-07-15 21:30:01:960] [api.js]: - FindIpContext.mjs loading successfully
[INFO] [2025-07-15 21:30:01:961] [api.js]: - GetBatchCounter.mjs loading successfully
[INFO] [2025-07-15 21:30:01:962] [api.js]: - GetCounter.mjs loading successfully
[INFO] [2025-07-15 21:30:01:963] [api.js]: - GetResumeData.mjs loading successfully
[INFO] [2025-07-15 21:30:01:966] [api.js]: - QueryDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:30:01:967] [api.js]: - ReferenceVerifyPage.mjs loading successfully
[INFO] [2025-07-15 21:30:01:968] [api.js]: - SaveDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:30:01:968] [api.js]: - SaveMail.mjs loading successfully
[INFO] [2025-07-15 21:30:01:970] [api.js]: - SearchMail.mjs loading successfully
[INFO] [2025-07-15 21:30:01:970] [api.js]: - SendReferenceVerify.mjs loading successfully
[INFO] [2025-07-15 21:30:01:971] [api.js]: - UpdateBatchCounter.mjs loading successfully
[INFO] [2025-07-15 21:30:01:973] [api.js]: - UpdateCounter.mjs loading successfully
[INFO] [2025-07-15 21:30:01:975] [api.js]: - UpdateDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:30:01:977] [api.js]: - VerifyCaptcha.mjs loading successfully
[INFO] [2025-07-15 21:30:01:980] [api.js]: - GenerateToken.mjs loading successfully
[INFO] [2025-07-15 21:30:01:983] [api.js]: - GenerateUniqueID.mjs loading successfully
[INFO] [2025-07-15 21:30:01:984] [api.js]: - IpService.mjs loading successfully
[INFO] [2025-07-15 21:30:01:985] [api.js]: 
Success process: 67
Fail process: 0
Total Modules: 9
Total Service: 67

[INFO] [2025-07-15 21:30:01:987] [api.js]: 
Module and service static check has been completed successfully.

[INFO] [2025-07-15 21:30:02:015] [PocketService.js]: Trigger : SaveServerInfo
[INFO] [2025-07-15 21:30:02:018] [PocketService.js]: Trigger : GetServerInfo
[INFO] [2025-07-15 21:30:02:081] [unknown]: Server is started on port 3000
[REQUEST] [2025-07-15 21:30:18:430] [api.js]: 
                                   [MODULE]       : Pocket
                                   [SERVICE]      : ApiPocketLogin
                                   [ENDPOINT]     : api-adm-login
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-15 21:30:18:436] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-15 21:30:18:444] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-15 21:30:18:457] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-15 21:30:18:486] [PocketService.js]: Trigger : ApiPocketLogin
[INFO] [2025-07-15 21:30:18:495] [PocketService.js]: Trigger : UserSearch
[INFO] [2025-07-15 21:30:18:506] [unknown]: No valid token found for project [pocket-ui]. Generating a new one.
[INFO] [2025-07-15 21:30:18:554] [unknown]: ✅ New token [62c7171cebec6dfee066a3fbc736df61] saved. Expires: 7/15/2025, 9:31:18 PM
[ERROR] [2025-07-15 21:30:20:442] [ApiPocketLogin.mjs]: ApiPocketLogin servisinde hata meydana geldi."Error: Giriş işlemini yapabilmek için mail doğrulaması gereklidir.<br><b style='color:red'>imuratony@gmail.com</b> adresine gönderilen linke tıklayarak mail adresini doğrulayın.
undefined
[INFO] [2025-07-15 21:30:20:447] [PocketService.js]: Trigger : SaveApiLog
[ERROR] [2025-07-15 21:32:31:604] [unknown]: SIGINT signal received. The application is shutting down.
Error
[INFO] [2025-07-15 21:32:33:016] [api.js]: - GetUserService.mjs loading successfully
[INFO] [2025-07-15 21:32:33:018] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:32:33:019] [api.js]: - GetUserWithUserId.mjs loading successfully
[INFO] [2025-07-15 21:32:33:021] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-15 21:32:33:022] [api.js]: - LogoutService.mjs loading successfully
[INFO] [2025-07-15 21:32:33:023] [api.js]: - Test.mjs loading successfully
[INFO] [2025-07-15 21:32:33:026] [api.js]: - DashboardApi.mjs loading successfully
[INFO] [2025-07-15 21:32:33:027] [api.js]: - GetBatchInfo.mjs loading successfully
[INFO] [2025-07-15 21:32:33:029] [api.js]: - GetPocketLog.mjs loading successfully
[INFO] [2025-07-15 21:32:33:030] [api.js]: - LogProcess.mjs loading successfully
[INFO] [2025-07-15 21:32:33:033] [api.js]: - CheckOtpAndAccountActivate.mjs loading successfully
[INFO] [2025-07-15 21:32:33:034] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:32:33:035] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-15 21:32:33:036] [api.js]: - PasswordResetSendOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:037] [api.js]: - SaveUserService.mjs loading successfully
[INFO] [2025-07-15 21:32:33:038] [api.js]: - SignUpService.mjs loading successfully
[INFO] [2025-07-15 21:32:33:039] [api.js]: - UpdateUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:32:33:042] [api.js]: - CeyrekAltinBatch.mjs loading successfully
[INFO] [2025-07-15 21:32:33:043] [api.js]: - GetCurrencyWithName.mjs loading successfully
[INFO] [2025-07-15 21:32:33:044] [api.js]: - UpdateCurrency.mjs loading successfully
[INFO] [2025-07-15 21:32:33:046] [api.js]: - UpdateExchangeRate.mjs loading successfully
[INFO] [2025-07-15 21:32:33:050] [api.js]: - CheckOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:051] [api.js]: - CheckTOKEN.mjs loading successfully
[INFO] [2025-07-15 21:32:33:052] [api.js]: - GenerateOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:053] [api.js]: - GetOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:054] [api.js]: - GetTOKEN.mjs loading successfully
[INFO] [2025-07-15 21:32:33:055] [api.js]: - ITReportSender.mjs loading successfully
[INFO] [2025-07-15 21:32:33:056] [api.js]: - OTPMURAT.mjs loading successfully
[INFO] [2025-07-15 21:32:33:058] [api.js]: - SaveOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:059] [api.js]: - SendEmailActivation.mjs loading successfully
[INFO] [2025-07-15 21:32:33:061] [api.js]: - SendNotificationCode.mjs loading successfully
[INFO] [2025-07-15 21:32:33:061] [api.js]: - SendOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:063] [api.js]: - SendResumeMail.mjs loading successfully
[INFO] [2025-07-15 21:32:33:065] [api.js]: - SendResumeMailForSuspicious.mjs loading successfully
[INFO] [2025-07-15 21:32:33:066] [api.js]: - UpdateOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:067] [api.js]: - ValidateVerifyEmailToken.mjs loading successfully
[INFO] [2025-07-15 21:32:33:069] [api.js]: - ApiPocketLogin.mjs loading successfully
[INFO] [2025-07-15 21:32:33:070] [api.js]: - ApiPocketVerifyLoginOTP.mjs loading successfully
[INFO] [2025-07-15 21:32:33:071] [api.js]: - GetBatchJobs.mjs loading successfully
[INFO] [2025-07-15 21:32:33:073] [api.js]: - GetBatchJobWithParameter.mjs loading successfully
[INFO] [2025-07-15 21:32:33:074] [api.js]: - GetSecret.mjs loading successfully
[INFO] [2025-07-15 21:32:33:076] [api.js]: - PocketMailVerifyPage.mjs loading successfully
[INFO] [2025-07-15 21:32:33:077] [api.js]: - PocketVerifyMailToken.mjs loading successfully
[INFO] [2025-07-15 21:32:33:078] [api.js]: - SaveBatchJobs.mjs loading successfully
[INFO] [2025-07-15 21:32:33:081] [api.js]: - SaveServiceInfo.mjs loading successfully
[INFO] [2025-07-15 21:32:33:082] [api.js]: - UpdateBatchJob.mjs loading successfully
[INFO] [2025-07-15 21:32:33:083] [api.js]: - UserSearch.mjs loading successfully
[INFO] [2025-07-15 21:32:33:086] [api.js]: - AnalysisAndReportBatch.mjs loading successfully
[INFO] [2025-07-15 21:32:33:087] [api.js]: - APIQueryResume.mjs loading successfully
[INFO] [2025-07-15 21:32:33:088] [api.js]: - DecisionResumeEntry.mjs loading successfully
[INFO] [2025-07-15 21:32:33:089] [api.js]: - FindIpContext.mjs loading successfully
[INFO] [2025-07-15 21:32:33:091] [api.js]: - GetBatchCounter.mjs loading successfully
[INFO] [2025-07-15 21:32:33:092] [api.js]: - GetCounter.mjs loading successfully
[INFO] [2025-07-15 21:32:33:093] [api.js]: - GetResumeData.mjs loading successfully
[INFO] [2025-07-15 21:32:33:095] [api.js]: - QueryDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:32:33:097] [api.js]: - ReferenceVerifyPage.mjs loading successfully
[INFO] [2025-07-15 21:32:33:099] [api.js]: - SaveDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:32:33:100] [api.js]: - SaveMail.mjs loading successfully
[INFO] [2025-07-15 21:32:33:101] [api.js]: - SearchMail.mjs loading successfully
[INFO] [2025-07-15 21:32:33:102] [api.js]: - SendReferenceVerify.mjs loading successfully
[INFO] [2025-07-15 21:32:33:103] [api.js]: - UpdateBatchCounter.mjs loading successfully
[INFO] [2025-07-15 21:32:33:104] [api.js]: - UpdateCounter.mjs loading successfully
[INFO] [2025-07-15 21:32:33:106] [api.js]: - UpdateDecisionResume.mjs loading successfully
[INFO] [2025-07-15 21:32:33:107] [api.js]: - VerifyCaptcha.mjs loading successfully
[INFO] [2025-07-15 21:32:33:110] [api.js]: - GenerateToken.mjs loading successfully
[INFO] [2025-07-15 21:32:33:115] [api.js]: - GenerateUniqueID.mjs loading successfully
[INFO] [2025-07-15 21:32:33:116] [api.js]: - IpService.mjs loading successfully
[INFO] [2025-07-15 21:32:33:117] [api.js]: 
Success process: 67
Fail process: 0
Total Modules: 9
Total Service: 67

[INFO] [2025-07-15 21:32:33:119] [api.js]: 
Module and service static check has been completed successfully.

[INFO] [2025-07-15 21:32:33:151] [PocketService.js]: Trigger : SaveServerInfo
[INFO] [2025-07-15 21:32:33:154] [PocketService.js]: Trigger : GetServerInfo
[INFO] [2025-07-15 21:32:33:215] [unknown]: Server is started on port 3000
[REQUEST] [2025-07-15 21:32:35:404] [api.js]: 
                                   [MODULE]       : Pocket
                                   [SERVICE]      : ApiPocketLogin
                                   [ENDPOINT]     : api-adm-login
                                   [METHOD]       : GET
                                   [X-USER-TOKEN] : 65d78580994151d94460ea1f
                                   [IP]           : ::1
                               
[INFO] [2025-07-15 21:32:35:410] [PocketService.js]: Trigger : ControlUserPermissionToken
[INFO] [2025-07-15 21:32:35:417] [PocketService.js]: Trigger : GetPermissionToken
[INFO] [2025-07-15 21:32:35:430] [PocketService.js]: Trigger : UpdatePermissionToken
[INFO] [2025-07-15 21:32:35:453] [PocketService.js]: Trigger : ApiPocketLogin
[INFO] [2025-07-15 21:32:35:463] [PocketService.js]: Trigger : UserSearch
[INFO] [2025-07-15 21:32:35:476] [unknown]: No valid token found for project [pocket-ui]. Generating a new one.
[INFO] [2025-07-15 21:32:35:527] [unknown]: ✅ New token [614a3d368ad66cc1aeebac900cefcc86] saved. Expires: 7/15/2025, 9:33:35 PM
[ERROR] [2025-07-15 21:32:37:010] [ApiPocketLogin.mjs]: ApiPocketLogin servisinde hata meydana geldi."Error: Giriş işlemini yapabilmek için mail doğrulaması gereklidir.<br><b style='color:red'>imuratony@gmail.com</b> adresine gönderilen linke tıklayarak mail adresini doğrulayın.
undefined
[INFO] [2025-07-15 21:32:37:015] [PocketService.js]: Trigger : SaveApiLog
[INFO] [2025-07-15 21:32:48:155] [unknown]: Request user token -> undefined
[INFO] [2025-07-15 21:32:48:160] [PocketService.js]: Trigger : SaveApiLog
[INFO] [2025-07-15 21:32:48:319] [unknown]: Request user token -> undefined
[INFO] [2025-07-15 21:32:48:324] [PocketService.js]: Trigger : SaveApiLog
[ERROR] [2025-07-15 21:33:07:457] [unknown]: SIGINT signal received. The application is shutting down.
Error
[INFO] [2025-07-15 21:33:09:157] [api.js]: - GetUserService.mjs loading successfully
[INFO] [2025-07-15 21:33:09:159] [api.js]: - GetUserWithEmail.mjs loading successfully
[INFO] [2025-07-15 21:33:09:161] [api.js]: - GetUserWithUserId.mjs loading successfully
[INFO] [2025-07-15 21:33:09:162] [api.js]: - LoginService.mjs loading successfully
[INFO] [2025-07-15 21:33:09:164] [api.js]: - LogoutService.mjs loading successfully
[INFO] [2025-07-15 21:33:09:165] [api.js]: - Test.mjs loading successfully
[INFO] [2025-07-15 21:33:09:170] [api.js]: - DashboardApi.mjs loading successfully
[INFO] [2025-07-15 21:33:09:171] [api.js]: - GetBatchInfo.mjs loading successfully
[INFO] [2025-07-15 21:33:09:173] [api.js]: - GetPocketLog.mjs loading successfully
[INFO] [2025-07-15 21:33:09:174] [api.js]: - LogProcess.mjs loading successfully
